ID,Nombre,Goles,Foto,DefaultFoto,FechaNacimiento,Posicion,LugarNacimiento,Apodo,CampeonatosUruguayos,TitulosInternacionales,Oficiales_partidosjugados,Oficiales_partidosganados,Oficiales_partidosempatados,Oficiales_partidosperdidos,Oficiales_golesmarcados,Amistosos_partidosjugados,Amistosos_partidosganados,Amistosos_partidosempatados,Amistosos_partidosperdidos,Amistosos_golesmarcados,ClasicosOficiales_partidosjugados,ClasicosOficiales_partidosganados,ClasicosOficiales_partidosempatados,ClasicosOficiales_partidosperdidos,ClasicosOficiales_golesmarcados,ClasicosAmistosos_partidosjugados,ClasicosAmistosos_partidosganados,ClasicosAmistosos_partidosempatados,ClasicosAmistosos_partidosperdidos,ClasicosAmistosos_golesmarcados
1974,Gustavo Ferreyra,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1974.jpg,False,29/05/1972,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,16.0,4.0,8.0,4.0,2.0,14.0,9.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,Julio Diego Ciappessoni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1975.jpg,True,18/02/1972,dcDefensa central,-,-,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Carlos Alejandro Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1976.jpg,False,-,gGolero,-,-,0.0,0.0,9.0,3.0,4.0,2.0,0.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Camilo Lauria,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1977.jpg,False,-,liLateral izquierdo,-,-,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Jacinto Javier Cabrera López,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1978.jpg,False,17/12/1963,dDelantero,"Soriano, Uruguay",El Pintor,0.0,0.0,11.0,3.0,6.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Julio César Rodríguez Secco,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1979.jpg,False,20/09/1968,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,26.0,8.0,10.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Daniel Florencio Sánchez Nuñez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1980.jpg,False,03/05/1961,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,25.0,10.0,8.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Arsenio Silvero,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1981.jpg,False,-,liLateral izquierdo,Paraguay,-,0.0,0.0,18.0,9.0,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Matías Omar Pérez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1982.jpg,False,20/07/1985,liLateral izquierdo,"Soriano, Uruguay",-,0.0,0.0,25.0,8.0,9.0,8.0,1.0,7.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1983,Luis María Romero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1983.jpg,False,23/07/1966,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,17.0,13.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Nicolás Milesi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1984.jpg,False,10/11/1992,voVolante ofensivo,"Río Negro, Uruguay",-,0.0,0.0,15.0,6.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Matías González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1985.jpg,False,29/11/2002,dcDefensa central,"Montevideo, Uruguay",Cabeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1986,Luciano Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1986.jpg,False,16/02/2002,ldLateral derecho,"Maldonado, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Jhonatan Lima,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1987.jpg,False,24/05/1999,gGolero,"Canelones, Uruguay",-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Agustín Alaníz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1988.jpg,False,16/05/2002,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Matías Bentos-Pereira Colombo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1989.jpg,False,12/05/2001,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Pablo López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1990.jpg,False,01/03/2002,dcDefensa central,"Flores, Uruguay",-,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Francisco Ricardo Frioni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1991.jpg,False,21/07/1912,voVolante ofensivo,"Montevideo, Uruguay",Tito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1992,Juan Enrique Tea,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1992.jpg,False,-,gGolero,-,-,0.0,0.0,34.0,24.0,7.0,3.0,0.0,16.0,12.0,3.0,1.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,João Antonio De Almeida,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1993.jpg,True,-,dDelantero,Brasil,-,0.0,0.0,18.0,11.0,4.0,3.0,2.0,14.0,10.0,3.0,1.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Raimundo Bibiani Orsi,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1994.jpg,False,02/12/1901,dDelantero,"Buenos Aires, Argentina",Mumo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1995,Luis María Agustín Rongo,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1995.jpg,False,-,dDelantero,-,-,0.0,0.0,14.0,8.0,2.0,4.0,11.0,3.0,3.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1996,Juan Carlos Peri,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1996.jpg,True,-,gGolero,-,-,0.0,0.0,12.0,8.0,1.0,3.0,0.0,11.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,José María Minella,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1997.jpg,False,06/08/1909,vcVolante central,"Buenos Aires, Argentina",-,0.0,0.0,20.0,13.0,3.0,4.0,0.0,12.0,4.0,6.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1998,Miguel Ángel Lariccia,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1998.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Fabio Juan Cassán,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1999.jpg,False,18/05/1914,dDelantero,"Rosario, Argentina",-,0.0,0.0,7.0,5.0,0.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Guido Baztarrica,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2001.jpg,False,09/02/1915,voVolante ofensivo,"Buenos Aires, Argentina",Rey de la Gambeta,0.0,0.0,12.0,10.0,0.0,2.0,7.0,7.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
2003,Juan José Mónaco,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2003.jpg,False,21/03/1936,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,8.0,7.0,1.0,0.0,2.0,8.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Braulio Alberto Galeano,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2004.jpg,False,21/11/1930,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2005,Daniel Oscar Melgarejo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2005.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2006,Rúben Adalberto Bianchini,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2006.jpg,True,-,dcDefensa central,-,-,0.0,0.0,7.0,4.0,0.0,3.0,0.0,37.0,25.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Carlos María Conde Méndez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2007.jpg,False,09/05/1942,vcVolante central,Uruguay,-,0.0,0.0,7.0,2.0,2.0,3.0,0.0,22.0,15.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2008,Carlos Hugo Lentino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2008.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2009,Carlos Julio Cháves,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2009.jpg,False,-,dDelantero,-,-,0.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2011,Ilija Petkovic,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2011.jpg,False,22/09/1945,dDelantero,"Knin, Yugoslavia",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2012,Julián Eduardo Bonifacino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2012.jpg,False,-,dcDefensa central,-,-,0.0,0.0,7.0,3.0,3.0,1.0,0.0,23.0,10.0,6.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,José Luis Saldaño,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2013.jpg,False,20/10/1948,voVolante ofensivo,"Buenos Aires, Argentina",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2014,Washington Olivera Machado,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2014.jpg,False,25/05/1954,dDelantero,"Montevideo, Uruguay",Ruso,0.0,0.0,2.0,1.0,1.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Ismael Sabino,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2015.jpg,False,08/04/1959,voVolante ofensivo,"São Paulo, Brasil",Ticão,0.0,0.0,7.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Daniel Alberto Enríquez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2017.jpg,False,20/05/1958,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,6.0,2.0,4.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Santiago Javier Ostolaza,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2018.jpg,False,10/07/1962,vcVolante central,"Soriano, Uruguay",Vasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2019,Juan Carlos Cabanillas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2019.jpg,False,02/05/1963,voVolante ofensivo,"Lima, Perú",Pato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,Tidio Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2020.jpg,False,-,voVolante ofensivo,-,-,0.0,0.0,16.0,4.0,7.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sergio Ariel Peluffo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2021.jpg,False,-,vcVolante central,Uruguay,-,0.0,0.0,13.0,5.0,5.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Oscar Omar Vignolo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2022.jpg,False,16/05/1963,dDelantero,"Paysandú, Uruguay",La Bruja,0.0,0.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Richardson Smith,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2023.jpg,False,24/02/1963,dDelantero,"Cortés, Honduras",-,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,José Alberto Percudani,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2024.jpg,False,22/03/1965,dDelantero,"Buenos Aires, Argentina",Mandinga,0.0,0.0,12.0,2.0,5.0,5.0,3.0,6.0,6.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025,José Adão Fonseca,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2025.jpg,False,30/11/1972,dDelantero,"Minas Gerais, Brasil",Adão,0.0,0.0,16.0,10.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,Jorge Luis Cazulo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2027.jpg,False,14/02/1982,ldLateral derecho,"Maldonado, Uruguay",-,0.0,0.0,6.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2028,Álvaro Eduardo Gutiérrez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2028.jpg,False,21/07/1968,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,5.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,Octavio Agustín Colo González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2029.jpg,False,09/01/1994,dDelantero,"Colonia, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2030,Adriano Freitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2030.jpg,False,17/06/1997,gGolero,"Rivera, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,Gonzalo Daniel Camargo Pintos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2031.jpg,False,16/02/1991,liLateral izquierdo,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,Kevin Méndez,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2032.jpg,False,10/01/1996,voVolante ofensivo,"Flores, Uruguay",-,0.0,0.0,47.0,22.0,11.0,14.0,5.0,8.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
2033,Brian Lozano,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2033.jpg,False,23/02/1994,voVolante ofensivo,"Montevideo, Uruguay",Huevo,0.0,0.0,18.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,Yonatthan Rak,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2034.jpg,False,18/08/1993,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,39.0,19.0,8.0,12.0,2.0,8.0,5.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2035,Billy Vladimir Arce Mina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2035.jpg,False,12/07/1998,voVolante ofensivo,"Esmeraldas, Ecuador",-,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,Pedro Milans,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2036.jpg,False,24/03/2002,ldLateral derecho,"Canelones, Uruguay",-,0.0,0.0,103.0,60.0,21.0,22.0,3.0,15.0,6.0,4.0,5.0,0.0,7.0,1.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0
2037,Hernán Rivero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2037.jpg,False,12/09/1992,dDelantero,"Santa Fé, Argentina",-,0.0,0.0,14.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,Gastón Vitancurt,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2038.jpg,False,26/02/1997,voVolante ofensivo,"Maldonado, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,Gonzalo Latorre,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2039.jpg,False,26/04/1996,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Darwin Nicolás Ávila Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2040.jpg,False,10/04/1996,liLateral izquierdo,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Yonny Michel Peralta Godoy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2041.jpg,False,04/04/1988,liLateral izquierdo,"Paysandú, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,Jhony Galli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2042.jpg,False,19/03/1990,vcVolante central,"Salto, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,Santiago Ignacio Bueno Sciutto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2044.jpg,False,09/11/1998,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Nicolás Mezquida,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2045.jpg,False,21/01/1992,voVolante ofensivo,"Paysandú, Uruguay",-,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,Juan San Martín,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2046.jpg,False,20/01/1994,dDelantero,"Rivera, Uruguay",-,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,Luis Martín Silva Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2047.jpg,False,08/04/1992,vcVolante central,"Salto, Uruguay",-,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,Andrés Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2048.jpg,True,23/09/1992,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,Alejandro Furia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2049.jpg,False,15/03/1994,ldLateral derecho,"Cerro Largo, Uruguay",-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Bruno Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2050.jpg,True,18/10/1992,dcDefensa central,"Cerro Largo, Uruguay",-,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,Gonzalo Malán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2052.jpg,False,08/04/1988,dDelantero,"Colonia, Uruguay",Chacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,Juan Pablo Guardado,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2053.jpg,False,15/02/1990,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,Bruno Federico Barreto González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2054.jpg,False,09/05/1989,vcVolante central,"Canelones, Uruguay",-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,Daniel Godoy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2055.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,Juan Manuel Ferrés Echavarren,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2056.jpg,False,23/10/1987,dDelantero,Uruguay,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,Germán Ferreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2057.jpg,False,04/04/1991,dcDefensa central,"Lavalleja, Uruguay",-,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,Mauricio Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2058.jpg,False,16/04/1992,ldLateral derecho,"Artigas, Uruguay",-,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,Miller David Castillo Quiñónez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2059.jpg,False,01/08/1987,dDelantero,"Esmeraldas, Ecuador",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
